## Muestra el numero de rayos que golpean cada bin
## Nx =40, Ny=40
## x[m], y[m], z[W/m2]
-0.021627, 0.392177, 62.3322
-0.021627, 0.440749, 51.5703
-0.021627, 0.48932, 38.3609
-0.021627, 0.537891, 28.3454
-0.021627, 0.586462, 20.1351
-0.021627, 0.635033, 11.2132
-0.021627, 0.683604, 6.30091
-0.021627, 0.732175, 3.07235
-0.021627, 0.780747, 1.30184
-0.021627, 0.829318, 0.590168
-0.021627, 0.877889, 0.295084
-0.021627, 0.92646, 0.156221
-0.021627, 0.975031, 0.0694315
0.0280516, -0.919243, 0.0173579
0.0280516, -0.870672, 0.121505
0.0280516, -0.822101, 0.173579
0.0280516, -0.77353, 0.937326
0.0280516, -0.724959, 2.65576
0.0280516, -0.676387, 6.19677
0.0280516, -0.627816, 12.6192
0.0280516, -0.579245, 23.4331
0.0280516, -0.530674, 35.0976
0.0280516, -0.482103, 51.171
0.0280516, -0.433532, 70.5772
0.0280516, -0.384961, 85.2272
0.0280516, -0.33639, 102.932
0.0280516, -0.287818, 113.416
0.0280516, -0.239247, 121.974
0.0280516, -0.190676, 123.814
0.0280516, -0.142105, 125.324
0.0280516, -0.0935339, 126.956
0.0280516, -0.0449627, 126.105
0.0280516, 0.00360839, 124.751
0.0280516, 0.0521795, 123.05
0.0280516, 0.100751, 113.781
0.0280516, 0.149322, 108.122
0.0280516, 0.197893, 97.9332
0.0280516, 0.246464, 90.5734
0.0280516, 0.295035, 78.2493
0.0280516, 0.343606, 68.1991
0.0280516, 0.392177, 58.0968
0.0280516, 0.440749, 48.1508
0.0280516, 0.48932, 36.9029
0.0280516, 0.537891, 27.9983
0.0280516, 0.586462, 19.2325
0.0280516, 0.635033, 11.9249
0.0280516, 0.683604, 5.53717
0.0280516, 0.732175, 3.17649
0.0280516, 0.780747, 1.23241
0.0280516, 0.829318, 0.538094
0.0280516, 0.877889, 0.381873
0.0280516, 0.92646, 0.156221
0.0280516, 0.975031, 0.104147
0.0777303, -0.919243, 0.0173579
0.0777303, -0.870672, 0.0347158
0.0777303, -0.822101, 0.277726
0.0777303, -0.77353, 0.694315
0.0777303, -0.724959, 2.1003
0.0777303, -0.676387, 4.84285
0.0777303, -0.627816, 10.7098
0.0777303, -0.579245, 17.6183
0.0777303, -0.530674, 32.9453
0.0777303, -0.482103, 47.5085
0.0777303, -0.433532, 67.2965
0.0777303, -0.384961, 82.9013
0.0777303, -0.33639, 97.1521
0.0777303, -0.287818, 109.476
0.0777303, -0.239247, 119.283
0.0777303, -0.190676, 121.123
0.0777303, -0.142105, 123.293
0.0777303, -0.0935339, 123.137
0.0777303, -0.0449627, 122.495
0.0777303, 0.00360839, 116.558
0.0777303, 0.0521795, 115.1
0.0777303, 0.100751, 104.668
0.0777303, 0.149322, 97.4992
0.0777303, 0.197893, 91.9968
0.0777303, 0.246464, 81.2349
0.0777303, 0.295035, 72.7469
0.0777303, 0.343606, 63.9985
0.0777303, 0.392177, 52.3861
0.0777303, 0.440749, 43.8981
0.0777303, 0.48932, 36.087
0.0777303, 0.537891, 26.7659
0.0777303, 0.586462, 17.4273
0.0777303, 0.635033, 11.1264
0.0777303, 0.683604, 5.7281
0.0777303, 0.732175, 2.95084
0.0777303, 0.780747, 1.3192
0.0777303, 0.829318, 0.57281
0.0777303, 0.877889, 0.225653
0.0777303, 0.92646, 0.138863
0.0777303, 0.975031, 0.121505
0.127409, -0.919243, 0
0.127409, -0.870672, 0.0347158
0.127409, -0.822101, 0.104147
0.127409, -0.77353, 0.468663
0.127409, -0.724959, 1.51014
0.127409, -0.676387, 3.36743
0.127409, -0.627816, 8.14085
0.127409, -0.579245, 15.8651
0.127409, -0.530674, 27.4602
0.127409, -0.482103, 43.5336
0.127409, -0.433532, 59.5549
0.127409, -0.384961, 77.4509
0.127409, -0.33639, 93.4549
0.127409, -0.287818, 100.832
0.127409, -0.239247, 109.65
0.127409, -0.190676, 114.041
0.127409, -0.142105, 114.024
0.127409, -0.0935339, 113.521
0.127409, -0.0449627, 109.146
0.127409, 0.00360839, 104.217
0.127409, 0.0521795, 100.502
0.127409, 0.100751, 96.3883
0.127409, 0.149322, 87.5705
0.127409, 0.197893, 80.4538
0.127409, 0.246464, 70.716
0.127409, 0.295035, 62.2107
0.127409, 0.343606, 55.2154
0.127409, 0.392177, 45.9463
0.127409, 0.440749, 39.1247
0.127409, 0.48932, 31.0706
0.127409, 0.537891, 23.3464
0.127409, 0.586462, 16.4726
0.127409, 0.635033, 10.4494
0.127409, 0.683604, 5.19001
0.127409, 0.732175, 3.12442
0.127409, 0.780747, 1.18034
0.127409, 0.829318, 0.607526
0.127409, 0.877889, 0.451305
0.127409, 0.92646, 0.0520737
0.127409, 0.975031, 0.138863
0.177088, -0.919243, 0
0.177088, -0.870672, 0.0347158
0.177088, -0.822101, 0.104147
0.177088, -0.77353, 0.364516
0.177088, -0.724959, 0.972042
0.177088, -0.676387, 3.03763
0.177088, -0.627816, 6.43978
0.177088, -0.579245, 13.3656
0.177088, -0.530674, 23.6762
0.177088, -0.482103, 34.9761
0.177088, -0.433532, 51.9522
0.177088, -0.384961, 69.4315
0.177088, -0.33639, 81.9987
0.177088, -0.287818, 91.0595
0.177088, -0.239247, 97.1
0.177088, -0.190676, 99.8252
0.177088, -0.142105, 99.3913
0.177088, -0.0935339, 97.6555
0.177088, -0.0449627, 93.6458
0.177088, 0.00360839, 91.5455
0.177088, 0.0521795, 88.0566
0.177088, 0.100751, 79.5859
0.177088, 0.149322, 73.9446
0.177088, 0.197893, 68.9629
0.177088, 0.246464, 62.4016
0.177088, 0.295035, 53.5317
0.177088, 0.343606, 46.2414
0.177088, 0.392177, 38.7949
0.177088, 0.440749, 34.7852
0.177088, 0.48932, 27.2692
0.177088, 0.537891, 21.6453
0.177088, 0.586462, 15.0146
0.177088, 0.635033, 9.44269
0.177088, 0.683604, 5.74546
0.177088, 0.732175, 3.0897
0.177088, 0.780747, 1.28448
0.177088, 0.829318, 0.555452
0.177088, 0.877889, 0.364516
0.177088, 0.92646, 0.173579
0.177088, 0.975031, 0.121505
0.226766, -0.919243, 0
0.226766, -0.870672, 0.0173579
0.226766, -0.822101, 0.0347158
0.226766, -0.77353, 0.295084
0.226766, -0.724959, 0.6596
0.226766, -0.676387, 2.27388
0.226766, -0.627816, 4.86021
0.226766, -0.579245, 10.866
0.226766, -0.530674, 19.545
0.226766, -0.482103, 30.5152
0.226766, -0.433532, 43.9849
0.226766, -0.384961, 57.8365
0.226766, -0.33639, 67.7825
0.226766, -0.287818, 77.8328
0.226766, -0.239247, 80.8183
0.226766, -0.190676, 84.2205
0.226766, -0.142105, 83.4567
0.226766, -0.0935339, 82.6235
0.226766, -0.0449627, 80.6621
0.226766, 0.00360839, 78.5444
0.226766, 0.0521795, 73.6495
0.226766, 0.100751, 67.9561
0.226766, 0.149322, 62.9918
0.226766, 0.197893, 56.7603
0.226766, 0.246464, 51.1016
0.226766, 0.295035, 44.5577
0.226766, 0.343606, 39.0379
0.226766, 0.392177, 35.115
0.226766, 0.440749, 29.7688
0.226766, 0.48932, 25.1516
0.226766, 0.537891, 19.0416
0.226766, 0.586462, 13.6086
0.226766, 0.635033, 9.33854
0.226766, 0.683604, 5.31151
0.226766, 0.732175, 3.02027
0.226766, 0.780747, 1.56221
0.226766, 0.829318, 0.642242
0.226766, 0.877889, 0.486021
0.226766, 0.92646, 0.0347158
0.226766, 0.975031, 0.173579
0.276445, -0.919243, 0
0.276445, -0.870672, 0
0.276445, -0.822101, 0.0520737
0.276445, -0.77353, 0.208295
0.276445, -0.724959, 0.416589
0.276445, -0.676387, 1.4407
0.276445, -0.627816, 3.17649
0.276445, -0.579245, 7.2556
0.276445, -0.530674, 13.9384
0.276445, -0.482103, 23.1381
0.276445, -0.433532, 34.2471
0.276445, -0.384961, 45.0611
0.276445, -0.33639, 53.2019
0.276445, -0.287818, 61.3428
0.276445, -0.239247, 65.6475
0.276445, -0.190676, 69.4142
0.276445, -0.142105, 66.9841
0.276445, -0.0935339, 68.1471
0.276445, -0.0449627, 63.5819
0.276445, 0.00360839, 61.5684
0.276445, 0.0521795, 59.6243
0.276445, 0.100751, 55.7535
0.276445, 0.149322, 52.5597
0.276445, 0.197893, 47.2482
0.276445, 0.246464, 40.5654
0.276445, 0.295035, 38.1873
0.276445, 0.343606, 33.466
0.276445, 0.392177, 27.6511
0.276445, 0.440749, 24.6308
0.276445, 0.48932, 20.0136
0.276445, 0.537891, 16.8198
0.276445, 0.586462, 12.4977
0.276445, 0.635033, 8.76573
0.276445, 0.683604, 5.6066
0.276445, 0.732175, 3.47158
0.276445, 0.780747, 1.61428
0.276445, 0.829318, 0.711673
0.276445, 0.877889, 0.260368
0.276445, 0.92646, 0.260368
0.276445, 0.975031, 0.104147
0.326124, -0.919243, 0
0.326124, -0.870672, 0
0.326124, -0.822101, 0.0347158
0.326124, -0.77353, 0.104147
0.326124, -0.724959, 0.277726
0.326124, -0.676387, 0.954684
0.326124, -0.627816, 2.23917
0.326124, -0.579245, 5.45038
0.326124, -0.530674, 10.0502
0.326124, -0.482103, 16.1255
0.326124, -0.433532, 23.9192
0.326124, -0.384961, 33.0147
0.326124, -0.33639, 40.982
0.326124, -0.287818, 46.1373
0.326124, -0.239247, 50.0775
0.326124, -0.190676, 50.2858
0.326124, -0.142105, 53.011
0.326124, -0.0935339, 51.3446
0.326124, -0.0449627, 49.1402
0.326124, 0.00360839, 48.4285
0.326124, 0.0521795, 47.4391
0.326124, 0.100751, 42.1623
0.326124, 0.149322, 40.4092
0.326124, 0.197893, 36.2953
0.326124, 0.246464, 34.629
0.326124, 0.295035, 30.1333
0.326124, 0.343606, 26.7311
0.326124, 0.392177, 23.0166
0.326124, 0.440749, 19.8748
0.326124, 0.48932, 17.2537
0.326124, 0.537891, 14.4418
0.326124, 0.586462, 11.1785
0.326124, 0.635033, 8.27971
0.326124, 0.683604, 5.12058
0.326124, 0.732175, 3.26328
0.326124, 0.780747, 1.63164
0.326124, 0.829318, 0.711673
0.326124, 0.877889, 0.433947
0.326124, 0.92646, 0.190937
0.326124, 0.975031, 0.260368
0.375802, -0.919243, 0
0.375802, -0.870672, 0
0.375802, -0.822101, 0.0173579
0.375802, -0.77353, 0.0347158
0.375802, -0.724959, 0.138863
0.375802, -0.676387, 0.486021
0.375802, -0.627816, 1.23241
0.375802, -0.579245, 3.61044
0.375802, -0.530674, 6.9258
0.375802, -0.482103, 9.3559
0.375802, -0.433532, 15.1881
0.375802, -0.384961, 21.3502
0.375802, -0.33639, 28.5884
0.375802, -0.287818, 31.7649
0.375802, -0.239247, 35.9829
0.375802, -0.190676, 37.9096
0.375802, -0.142105, 37.3542
0.375802, -0.0935339, 37.8749
0.375802, -0.0449627, 36.3474
0.375802, 0.00360839, 35.2712
0.375802, 0.0521795, 33.6569
0.375802, 0.100751, 31.7302
0.375802, 0.149322, 30.3242
0.375802, 0.197893, 27.356
0.375802, 0.246464, 25.3252
0.375802, 0.295035, 22.2355
0.375802, 0.343606, 19.545
0.375802, 0.392177, 17.8439
0.375802, 0.440749, 16.0908
0.375802, 0.48932, 13.2441
0.375802, 0.537891, 11.4562
0.375802, 0.586462, 9.47741
0.375802, 0.635033, 6.57864
0.375802, 0.683604, 4.49569
0.375802, 0.732175, 2.67311
0.375802, 0.780747, 1.56221
0.375802, 0.829318, 0.746389
0.375802, 0.877889, 0.347158
0.375802, 0.92646, 0.399231
0.375802, 0.975031, 0.138863
0.425481, -0.919243, 0
0.425481, -0.870672, 0
0.425481, -0.822101, 0
0.425481, -0.77353, 0.0520737
0.425481, -0.724959, 0.173579
0.425481, -0.676387, 0.347158
0.425481, -0.627816, 0.6596
0.425481, -0.579245, 1.73579
0.425481, -0.530674, 3.71459
0.425481, -0.482103, 6.21412
0.425481, -0.433532, 9.94607
0.425481, -0.384961, 13.6607
0.425481, -0.33639, 17.0975
0.425481, -0.287818, 21.1419
0.425481, -0.239247, 23.4852
0.425481, -0.190676, 24.5441
0.425481, -0.142105, 25.9848
0.425481, -0.0935339, 26.627
0.425481, -0.0449627, 25.3425
0.425481, 0.00360839, 22.1487
0.425481, 0.0521795, 23.0686
0.425481, 0.100751, 22.8951
0.425481, 0.149322, 20.6038
0.425481, 0.197893, 19.5623
0.425481, 0.246464, 17.4794
0.425481, 0.295035, 16.0734
0.425481, 0.343606, 15.3097
0.425481, 0.392177, 13.3309
0.425481, 0.440749, 12.6192
0.425481, 0.48932, 9.65098
0.425481, 0.537891, 8.78309
0.425481, 0.586462, 7.22088
0.425481, 0.635033, 6.00583
0.425481, 0.683604, 3.54101
0.425481, 0.732175, 2.48218
0.425481, 0.780747, 1.42335
0.425481, 0.829318, 0.676958
0.425481, 0.877889, 0.399231
0.425481, 0.92646, 0.173579
0.425481, 0.975031, 0.225653
0.47516, -0.919243, 0
0.47516, -0.870672, 0
0.47516, -0.822101, 0
0.47516, -0.77353, 0.0173579
0.47516, -0.724959, 0.0347158
0.47516, -0.676387, 0.156221
0.47516, -0.627816, 0.57281
0.47516, -0.579245, 1.07619
0.47516, -0.530674, 1.94408
0.47516, -0.482103, 3.35007
0.47516, -0.433532, 5.9364
0.47516, -0.384961, 8.66158
0.47516, -0.33639, 9.65098
0.47516, -0.287818, 13.0184
0.47516, -0.239247, 14.0078
0.47516, -0.190676, 15.6395
0.47516, -0.142105, 15.9519
0.47516, -0.0935339, 15.7783
0.47516, -0.0449627, 16.9066
0.47516, 0.00360839, 14.4765
0.47516, 0.0521795, 14.7889
0.47516, 0.100751, 13.8342
0.47516, 0.149322, 13.3135
0.47516, 0.197893, 12.8796
0.47516, 0.246464, 11.8034
0.47516, 0.295035, 9.82456
0.47516, 0.343606, 10.2064
0.47516, 0.392177, 8.99138
0.47516, 0.440749, 7.62011
0.47516, 0.48932, 7.53332
0.47516, 0.537891, 6.94315
0.47516, 0.586462, 4.79078
0.47516, 0.635033, 4.68663
0.47516, 0.683604, 3.57572
0.47516, 0.732175, 1.83994
0.47516, 0.780747, 1.3192
0.47516, 0.829318, 0.57281
0.47516, 0.877889, 0.433947
0.47516, 0.92646, 0.190937
0.47516, 0.975031, 0.156221
0.524839, -0.919243, 0
0.524839, -0.870672, 0
0.524839, -0.822101, 0
0.524839, -0.77353, 0
0.524839, -0.724959, 0.0347158
0.524839, -0.676387, 0.0347158
0.524839, -0.627816, 0.24301
0.524839, -0.579245, 0.433947
0.524839, -0.530674, 1.05883
0.524839, -0.482103, 1.78786
0.524839, -0.433532, 3.0897
0.524839, -0.384961, 3.81873
0.524839, -0.33639, 6.35299
0.524839, -0.287818, 7.01259
0.524839, -0.239247, 8.6963
0.524839, -0.190676, 8.34914
0.524839, -0.142105, 9.21704
0.524839, -0.0935339, 8.5748
0.524839, -0.0449627, 9.16496
0.524839, 0.00360839, 8.26235
0.524839, 0.0521795, 8.17556
0.524839, 0.100751, 8.00199
0.524839, 0.149322, 7.49861
0.524839, 0.197893, 7.41182
0.524839, 0.246464, 6.96051
0.524839, 0.295035, 6.596
0.524839, 0.343606, 5.91904
0.524839, 0.392177, 5.10322
0.524839, 0.440749, 5.10322
0.524839, 0.48932, 5.0685
0.524839, 0.537891, 4.13118
0.524839, 0.586462, 3.47158
0.524839, 0.635033, 2.70783
0.524839, 0.683604, 2.34331
0.524839, 0.732175, 1.649
0.524839, 0.780747, 1.07619
0.524839, 0.829318, 0.555452
0.524839, 0.877889, 0.277726
0.524839, 0.92646, 0.208295
0.524839, 0.975031, 0.0694315
0.574517, -0.919243, 0
0.574517, -0.870672, 0
0.574517, -0.822101, 0
0.574517, -0.77353, 0
0.574517, -0.724959, 0.0173579
0.574517, -0.676387, 0.0520737
0.574517, -0.627816, 0.138863
0.574517, -0.579245, 0.312442
0.574517, -0.530674, 0.624884
0.574517, -0.482103, 0.729031
0.574517, -0.433532, 1.57957
0.574517, -0.384961, 2.01351
0.574517, -0.33639, 3.35007
0.574517, -0.287818, 4.04439
0.574517, -0.239247, 4.32211
0.574517, -0.190676, 4.72134
0.574517, -0.142105, 4.96436
0.574517, -0.0935339, 5.13793
0.574517, -0.0449627, 4.20061
0.574517, 0.00360839, 5.32887
0.574517, 0.0521795, 4.59984
0.574517, 0.100751, 4.20061
0.574517, 0.149322, 3.88817
0.574517, 0.197893, 4.11382
0.574517, 0.246464, 3.48894
0.574517, 0.295035, 3.298
0.574517, 0.343606, 2.88141
0.574517, 0.392177, 2.89877
0.574517, 0.440749, 2.55161
0.574517, 0.48932, 2.56897
0.574517, 0.537891, 2.1003
0.574517, 0.586462, 1.83994
0.574517, 0.635033, 2.04823
0.574517, 0.683604, 1.47542
0.574517, 0.732175, 0.885252
0.574517, 0.780747, 0.503379
0.574517, 0.829318, 0.433947
0.574517, 0.877889, 0.3298
0.574517, 0.92646, 0.138863
0.574517, 0.975031, 0.121505
0.624196, -0.919243, 0
0.624196, -0.870672, 0
0.624196, -0.822101, 0
0.624196, -0.77353, 0
0.624196, -0.724959, 0
0.624196, -0.676387, 0
0.624196, -0.627816, 0.0520737
0.624196, -0.579245, 0.0173579
0.624196, -0.530674, 0.295084
0.624196, -0.482103, 0.416589
0.624196, -0.433532, 0.746389
0.624196, -0.384961, 1.02412
0.624196, -0.33639, 1.80522
0.624196, -0.287818, 1.78786
0.624196, -0.239247, 2.49954
0.624196, -0.190676, 2.06559
0.624196, -0.142105, 2.4301
0.624196, -0.0935339, 2.03087
0.624196, -0.0449627, 2.58632
0.624196, 0.00360839, 2.34331
0.624196, 0.0521795, 2.13502
0.624196, 0.100751, 2.1003
0.624196, 0.149322, 1.94408
0.624196, 0.197893, 1.75315
0.624196, 0.246464, 2.03087
0.624196, 0.295035, 1.82258
0.624196, 0.343606, 1.56221
0.624196, 0.392177, 1.59693
0.624196, 0.440749, 1.90937
0.624196, 0.48932, 1.54485
0.624196, 0.537891, 1.40599
0.624196, 0.586462, 1.42335
0.624196, 0.635033, 0.867894
0.624196, 0.683604, 0.972042
0.624196, 0.732175, 0.6596
0.624196, 0.780747, 0.347158
0.624196, 0.829318, 0.399231
0.624196, 0.877889, 0.156221
0.624196, 0.92646, 0.138863
0.624196, 0.975031, 0.156221
0.673875, -0.919243, 0
0.673875, -0.870672, 0
0.673875, -0.822101, 0
0.673875, -0.77353, 0
0.673875, -0.724959, 0
0.673875, -0.676387, 0.0173579
0.673875, -0.627816, 0.0173579
0.673875, -0.579245, 0.0520737
0.673875, -0.530674, 0.0520737
0.673875, -0.482103, 0.208295
0.673875, -0.433532, 0.277726
0.673875, -0.384961, 0.451305
0.673875, -0.33639, 0.746389
0.673875, -0.287818, 0.989399
0.673875, -0.239247, 1.07619
0.673875, -0.190676, 0.850536
0.673875, -0.142105, 1.1109
0.673875, -0.0935339, 1.02412
0.673875, -0.0449627, 1.05883
0.673875, 0.00360839, 0.937326
0.673875, 0.0521795, 1.18034
0.673875, 0.100751, 0.815821
0.673875, 0.149322, 0.711673
0.673875, 0.197893, 1.04147
0.673875, 0.246464, 0.763747
0.673875, 0.295035, 0.885252
0.673875, 0.343606, 1.04147
0.673875, 0.392177, 0.867894
0.673875, 0.440749, 0.937326
0.673875, 0.48932, 0.798463
0.673875, 0.537891, 0.590168
0.673875, 0.586462, 0.746389
0.673875, 0.635033, 0.590168
0.673875, 0.683604, 0.763747
0.673875, 0.732175, 0.347158
0.673875, 0.780747, 0.208295
0.673875, 0.829318, 0.138863
0.673875, 0.877889, 0.0347158
0.673875, 0.92646, 0.0694315
0.673875, 0.975031, 0.0520737
0.723553, -0.919243, 0
0.723553, -0.870672, 0
0.723553, -0.822101, 0
0.723553, -0.77353, 0
0.723553, -0.724959, 0
0.723553, -0.676387, 0
0.723553, -0.627816, 0
0.723553, -0.579245, 0.0173579
0.723553, -0.530674, 0.0347158
0.723553, -0.482103, 0.0520737
0.723553, -0.433532, 0.0694315
0.723553, -0.384961, 0.173579
0.723553, -0.33639, 0.225653
0.723553, -0.287818, 0.295084
0.723553, -0.239247, 0.486021
0.723553, -0.190676, 0.468663
0.723553, -0.142105, 0.503379
0.723553, -0.0935339, 0.746389
0.723553, -0.0449627, 0.433947
0.723553, 0.00360839, 0.364516
0.723553, 0.0521795, 0.399231
0.723553, 0.100751, 0.295084
0.723553, 0.149322, 0.451305
0.723553, 0.197893, 0.381873
0.723553, 0.246464, 0.416589
0.723553, 0.295035, 0.590168
0.723553, 0.343606, 0.433947
0.723553, 0.392177, 0.624884
0.723553, 0.440749, 0.607526
0.723553, 0.48932, 0.433947
0.723553, 0.537891, 0.590168
0.723553, 0.586462, 0.590168
0.723553, 0.635033, 0.468663
0.723553, 0.683604, 0.364516
0.723553, 0.732175, 0.208295
0.723553, 0.780747, 0.121505
0.723553, 0.829318, 0.121505
0.723553, 0.877889, 0.0867894
0.723553, 0.92646, 0.0694315
0.723553, 0.975031, 0.0173579
0.773232, -0.919243, 0
0.773232, -0.870672, 0
0.773232, -0.822101, 0
0.773232, -0.77353, 0
0.773232, -0.724959, 0
0.773232, -0.676387, 0
0.773232, -0.627816, 0
0.773232, -0.579245, 0
0.773232, -0.530674, 0
0.773232, -0.482103, 0.0347158
0.773232, -0.433532, 0.121505
0.773232, -0.384961, 0.104147
0.773232, -0.33639, 0.156221
0.773232, -0.287818, 0.104147
0.773232, -0.239247, 0.173579
0.773232, -0.190676, 0.138863
0.773232, -0.142105, 0.138863
0.773232, -0.0935339, 0.225653
0.773232, -0.0449627, 0.208295
0.773232, 0.00360839, 0.208295
0.773232, 0.0521795, 0.138863
0.773232, 0.100751, 0.190937
0.773232, 0.149322, 0.225653
0.773232, 0.197893, 0.24301
0.773232, 0.246464, 0.277726
0.773232, 0.295035, 0.399231
0.773232, 0.343606, 0.173579
0.773232, 0.392177, 0.208295
0.773232, 0.440749, 0.3298
0.773232, 0.48932, 0.364516
0.773232, 0.537891, 0.277726
0.773232, 0.586462, 0.208295
0.773232, 0.635033, 0.173579
0.773232, 0.683604, 0.277726
0.773232, 0.732175, 0.173579
0.773232, 0.780747, 0.121505
0.773232, 0.829318, 0.0347158
0.773232, 0.877889, 0.0173579
0.773232, 0.92646, 0.0520737
0.773232, 0.975031, 0.0173579
0.822911, -0.919243, 0
0.822911, -0.870672, 0
0.822911, -0.822101, 0
0.822911, -0.77353, 0
0.822911, -0.724959, 0
0.822911, -0.676387, 0
0.822911, -0.627816, 0
0.822911, -0.579245, 0.0173579
0.822911, -0.530674, 0
0.822911, -0.482103, 0.0173579
0.822911, -0.433532, 0
0.822911, -0.384961, 0.0173579
0.822911, -0.33639, 0.0694315
0.822911, -0.287818, 0.0347158
0.822911, -0.239247, 0.0694315
0.822911, -0.190676, 0.0694315
0.822911, -0.142105, 0.0694315
0.822911, -0.0935339, 0.0520737
0.822911, -0.0449627, 0.0520737
0.822911, 0.00360839, 0.138863
0.822911, 0.0521795, 0.0867894
0.822911, 0.100751, 0.104147
0.822911, 0.149322, 0.104147
0.822911, 0.197893, 0.0694315
0.822911, 0.246464, 0.208295
0.822911, 0.295035, 0.138863
0.822911, 0.343606, 0.173579
0.822911, 0.392177, 0.138863
0.822911, 0.440749, 0.277726
0.822911, 0.48932, 0.225653
0.822911, 0.537891, 0.121505
0.822911, 0.586462, 0.190937
0.822911, 0.635033, 0.104147
0.822911, 0.683604, 0.138863
0.822911, 0.732175, 0.104147
0.822911, 0.780747, 0.0520737
0.822911, 0.829318, 0.0520737
0.822911, 0.877889, 0.0173579
0.822911, 0.92646, 0.0173579
0.822911, 0.975031, 0.0173579
0.872589, -0.919243, 0
0.872589, -0.870672, 0
0.872589, -0.822101, 0
0.872589, -0.77353, 0
0.872589, -0.724959, 0
0.872589, -0.676387, 0
0.872589, -0.627816, 0
0.872589, -0.579245, 0
0.872589, -0.530674, 0
0.872589, -0.482103, 0.0173579
0.872589, -0.433532, 0
0.872589, -0.384961, 0
0.872589, -0.33639, 0
0.872589, -0.287818, 0.0173579
0.872589, -0.239247, 0.0173579
0.872589, -0.190676, 0
0.872589, -0.142105, 0.0520737
0.872589, -0.0935339, 0.0520737
0.872589, -0.0449627, 0.0520737
0.872589, 0.00360839, 0.0173579
0.872589, 0.0521795, 0.121505
0.872589, 0.100751, 0.0347158
0.872589, 0.149322, 0.0173579
0.872589, 0.197893, 0.0867894
0.872589, 0.246464, 0.138863
0.872589, 0.295035, 0.0867894
0.872589, 0.343606, 0.0694315
0.872589, 0.392177, 0.0520737
0.872589, 0.440749, 0.0347158
0.872589, 0.48932, 0.0694315
0.872589, 0.537891, 0.0173579
0.872589, 0.586462, 0.156221
0.872589, 0.635033, 0.0173579
0.872589, 0.683604, 0.0173579
0.872589, 0.732175, 0.0173579
0.872589, 0.780747, 0
0.872589, 0.829318, 0.0173579
0.872589, 0.877889, 0
0.872589, 0.92646, 0
0.872589, 0.975031, 0.0173579
0.922268, -0.919243, 0
0.922268, -0.870672, 0
0.922268, -0.822101, 0
0.922268, -0.77353, 0
0.922268, -0.724959, 0
0.922268, -0.676387, 0
0.922268, -0.627816, 0
0.922268, -0.579245, 0
0.922268, -0.530674, 0
0.922268, -0.482103, 0
0.922268, -0.433532, 0
0.922268, -0.384961, 0
0.922268, -0.33639, 0.0173579
0.922268, -0.287818, 0
0.922268, -0.239247, 0
0.922268, -0.190676, 0
0.922268, -0.142105, 0.0173579
0.922268, -0.0935339, 0.0173579
0.922268, -0.0449627, 0.0520737
0.922268, 0.00360839, 0.0173579
0.922268, 0.0521795, 0.0520737
0.922268, 0.100751, 0
0.922268, 0.149322, 0.0520737
0.922268, 0.197893, 0.0520737
0.922268, 0.246464, 0.0173579
0.922268, 0.295035, 0.0347158
0.922268, 0.343606, 0.0173579
0.922268, 0.392177, 0.0347158
0.922268, 0.440749, 0.0173579
0.922268, 0.48932, 0.0347158
0.922268, 0.537891, 0.0520737
0.922268, 0.586462, 0.0347158
0.922268, 0.635033, 0.0173579
0.922268, 0.683604, 0
0.922268, 0.732175, 0
0.922268, 0.780747, 0
0.922268, 0.829318, 0.0173579
0.922268, 0.877889, 0
0.922268, 0.92646, 0
0.922268, 0.975031, 0
0.971947, -0.919243, 0
0.971947, -0.870672, 0
0.971947, -0.822101, 0
0.971947, -0.77353, 0
0.971947, -0.724959, 0
0.971947, -0.676387, 0
0.971947, -0.627816, 0
0.971947, -0.579245, 0
0.971947, -0.530674, 0
0.971947, -0.482103, 0
0.971947, -0.433532, 0
0.971947, -0.384961, 0
0.971947, -0.33639, 0.0173579
0.971947, -0.287818, 0.0173579
0.971947, -0.239247, 0
0.971947, -0.190676, 0
0.971947, -0.142105, 0
0.971947, -0.0935339, 0.0520737
0.971947, -0.0449627, 0.0173579
0.971947, 0.00360839, 0
0.971947, 0.0521795, 0.0173579
0.971947, 0.100751, 0.0173579
0.971947, 0.149322, 0
0.971947, 0.197893, 0
0.971947, 0.246464, 0.0173579
0.971947, 0.295035, 0.0173579
0.971947, 0.343606, 0
0.971947, 0.392177, 0
0.971947, 0.440749, 0.0173579
0.971947, 0.48932, 0.0173579
0.971947, 0.537891, 0
0.971947, 0.586462, 0.0347158
0.971947, 0.635033, 0.0173579
0.971947, 0.683604, 0
0.971947, 0.732175, 0
0.971947, 0.780747, 0
0.971947, 0.829318, 0
0.971947, 0.877889, 0
0.971947, 0.92646, 0
0.971947, 0.975031, 0
